SMARCA4_exon24_1,SMARCA4_exon24
SMARCA4_exon24_2,SMARCA4_exon24
SMARCA4_exon24_3,SMARCA4_exon24
SMARCA4_exon24_4,SMARCA4_exon24
SMARCA4_exon24_5,SMARCA4_exon24
SMARCA4_exon24_6,SMARCA4_exon24
SMARCA4_exon24_7,SMARCA4_exon24
SMARCA4_exon24_8,SMARCA4_exon24
SMARCA4_exon24_9,SMARCA4_exon24
SMARCA4_exon24_10,SMARCA4_exon24
SMARCA4_exon24_11,SMARCA4_exon24
